,Tense : ['Pres'],Mood : ['Imp'],ratio_stem,POS : NOUN,Person : [],POS : AUX,nb_phrase,POS : SPACE,Tense : ['Fut'],sect 4,POS : PROPN,sect 1,POS : DET,Number : [],n_stop,Mood : ['Ind'],POS : VERB,mean_par,POS : PRON,Person : ['3'],Mood : ['Cnd'],VerbForm : ['Inf'],POS : X,Person : ['1'],Tense : [],n_par,Mood : [],ratio_stop,POS : ADP,Gender : [],lg_phrase,n_stem,POS : SCONJ,Gender : ['Fem'],n_pos,POS : PUNCT,Tense : ['Past'],sect 5,Voice : [],Person : ['2'],sect 0,POS : INTJ,Gender : ['Masc'],nb_mot,Mood : ['Sub'],POS : CCONJ,VerbForm : ['Part'],Tense : ['Imp'],sect 6,n_paragraphe,n_tok,ratio_tok,Number : ['Sing'],sect 2,punct,sect 3,POS : ADJ,Number : ['Plur'],POS : ADV,POS : SYM,POS : NUM,Voice : ['Pass'],VerbForm : ['Fin'],lab_y
addition,137,0,0.008278145695364239,0.30739514348785874,217,0.018763796909492272,143,0.0005518763796909492,2,0,0.004415011037527594,0,0.03532008830022075,93,1185,112,0.184878587196468,0.022879819705060995,0.019867549668874173,113,3,64,0.006070640176600441,5,64,16,217,0.39579158316633267,0.014900662251655629,209,137.34265734265733,672,0.006622516556291391,51,15,0.012693156732891833,131,0,319,0,0,0.0,75,2994,3,0.0027593818984547464,153,1,0,3,842,0.28122912491649965,161,0,6.433566433566433,0,0.2886313465783664,81,0.06677704194260485,0.0,0.030353200883002206,16,118,1
soustraction,9,0,0.06962025316455696,0.2468354430379747,9,0.10759493670886076,10,0.0,0,0,0.0,0,0.02531645569620253,3,87,9,0.11392405063291139,0.11494937462775462,0.012658227848101266,8,0,3,0.0,1,3,12,9,0.3551020408163265,0.012658227848101266,12,146.9,80,0.0,3,11,0.06329113924050633,6,0,17,0,0,0.0,3,245,0,0.006329113924050633,6,0,0,3,117,0.4775510204081633,14,0,7.7,0,0.22151898734177214,1,0.11392405063291139,0.0,0.0759493670886076,1,9,1
multiplication,115,0,0.010362694300518135,0.2598075499629904,164,0.033308660251665435,82,0.0,0,0,0.011843079200592153,0,0.030347890451517395,64,820,100,0.19837157660991858,0.04588712652157875,0.014063656550703183,98,0,45,0.011102886750555145,6,45,48,164,0.3787528868360277,0.030347890451517395,165,155.9390243902439,490,0.011843079200592153,29,14,0.005921539600296077,105,0,255,0,0,0.0,74,2165,4,0.008882309400444115,119,3,0,12,575,0.26558891454965355,160,0,6.670731707317073,0,0.19393042190969653,44,0.07549962990377498,0.0,0.11472982975573649,13,104,1
division,167,0,0.007679648930334613,0.2814042786615469,201,0.03455842018650576,123,0.0,2,0,0.00877674163466813,0,0.027975863960504662,113,1139,151,0.19308831596269885,0.06021416377838704,0.03236423477783873,149,0,87,0.0021941854086670325,2,88,75,200,0.3849273403176749,0.034009873834339004,264,145.6341463414634,693,0.016456390565002744,41,14,0.021941854086670324,90,0,340,0,0,0.0,47,2959,1,0.005485463521667581,113,5,0,8,806,0.27238932071645827,208,0,6.869918699186992,0,0.2161272627537027,31,0.07953922106417992,0.0,0.04607789358200768,12,152,1
fraction,0,0,0.23529411764705882,0.35294117647058826,1,0.0,2,0.0,0,0,0.0,0,0.0,0,4,0,0.058823529411764705,0.06217616580310881,0.0,0,0,0,0.0,0,0,1,1,0.19047619047619047,0.0,0,88.0,15,0.0,1,4,0.0,1,0,1,0,0,0.0,0,21,0,0.0,1,0,0,0,17,0.8095238095238095,1,0,7.0,0,0.5294117647058824,0,0.058823529411764705,0.0,0.0,0,0,1
pourcentage,114,0,0.010344827586206896,0.3158620689655172,165,0.025517241379310347,106,0.000689655172413793,3,0,0.005517241379310344,0,0.025517241379310347,87,1006,106,0.18827586206896552,0.01448991580184061,0.01793103448275862,104,2,70,0.0020689655172413794,4,70,10,165,0.4099429502852486,0.028965517241379312,194,140.39622641509433,598,0.015172413793103448,36,15,0.006896551724137931,81,0,265,0,0,0.0,43,2454,0,0.009655172413793104,95,5,0,27,696,0.28361858190709044,156,0,5.5,0,0.18620689655172415,30,0.07517241379310345,0.0,0.09655172413793103,8,108,1
exponentiation,0,0,0.0,0.0,0,0.0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,216.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,2,0,0.0,0,0,18.0,0,0.0,0,0.0,0.0,0.0,0,0,1
racine d'un nombre,51,0,0.016901408450704224,0.24929577464788732,72,0.029577464788732393,59,0.0,2,0,0.007042253521126761,0,0.030985915492957747,26,428,50,0.1732394366197183,0.025070712265363847,0.022535211267605635,50,1,19,0.009859154929577466,1,19,8,72,0.37609841827768015,0.02112676056338028,77,126.03389830508475,309,0.009859154929577466,30,12,0.0,48,0,114,0,0,0.0,16,1138,0,0.0,53,3,0,10,377,0.3312829525483304,79,0,7.084745762711864,0,0.3436619718309859,18,0.06901408450704226,0.0,0.03380281690140845,9,51,1
combinatoire,120,0,0.0078125,0.315625,191,0.026041666666666668,145,0.0015625,1,0,0.0078125,0,0.0359375,87,1242,111,0.1578125,0.043793320730938876,0.0078125,106,0,63,0.0078125,6,64,43,190,0.39316239316239315,0.025520833333333333,195,144.55862068965519,789,0.009375,47,15,0.007291666666666667,110,0,277,0,0,0.0,61,3159,2,0.0010416666666666667,127,8,0,23,935,0.29597974042418485,150,0,7.9862068965517246,0,0.2916666666666667,66,0.0640625,0.0,0.040625,26,113,1
équation,274,1,0.0045721750489875895,0.29000653167864143,339,0.014369693011103853,241,0.0,4,0,0.008164598301763554,0,0.031352057478772045,164,1962,243,0.19170476812540824,0.23745111571198527,0.018941868060091443,243,0,123,0.005551926845199217,4,123,79,339,0.391304347826087,0.030372305682560417,412,136.08298755186723,1009,0.017308948399738733,87,14,0.0016329196603527107,181,0,569,1,0,0.0,88,5014,4,0.002612671456564337,216,5,0,13,1192,0.2377343438372557,336,0,6.767634854771784,0,0.28641410842586545,87,0.07086871325930764,0.0,0.03069888961463096,18,248,1
fonction,19,0,0.03676470588235294,0.36764705882352944,22,0.007352941176470588,15,0.0,0,0,0.0,0,0.022058823529411766,13,176,18,0.14705882352941177,0.08761249338274218,0.014705882352941176,18,0,9,0.0,0,9,9,22,0.39285714285714285,0.025735294117647058,31,226.2,200,0.0,4,10,0.003676470588235294,11,0,40,0,0,0.0,5,448,0,0.0,13,1,0,0,236,0.5267857142857143,19,0,19.733333333333334,0,0.33455882352941174,8,0.0625,0.0,0.014705882352941176,0,18,1
géométrie,106,1,0.008832807570977918,0.32302839116719245,177,0.02018927444794953,114,0.0006309148264984228,0,0,0.00946372239747634,0,0.026498422712933754,58,1078,89,0.16971608832807572,0.07452608412944531,0.017034700315457414,89,2,36,0.008201892744479496,2,36,39,177,0.4051108605787298,0.025236593059936908,146,160.17543859649123,726,0.0,68,14,0.0138801261829653,125,0,254,1,0,0.0,55,2661,0,0.0031545741324921135,141,2,0,9,850,0.31942878617061254,144,0,7.62280701754386,0,0.3160883280757098,67,0.05110410094637224,0.0,0.015772870662460567,15,92,1
angle,163,4,0.007522837184309511,0.2600752283718431,215,0.02418054809242343,129,0.0,3,0,0.010746910263299301,0,0.027404621171413217,99,1097,128,0.18807092960773777,0.06430407275603005,0.02203116603976357,127,1,57,0.008060182697474477,3,57,58,215,0.3722429589412962,0.03922622246104245,233,144.64341085271317,648,0.007522837184309511,37,14,0.007522837184309511,124,0,337,5,0,0.0,80,2947,2,0.0026867275658248252,158,3,0,14,785,0.2663725822870716,191,0,7.4728682170542635,0,0.3014508328855454,60,0.054809242342826435,0.0,0.046211714132187,13,135,1
aire,9,0,0.05454545454545454,0.2863636363636364,16,0.00909090909090909,22,0.0,0,0,0.02727272727272727,0,0.022727272727272728,6,157,9,0.12272727272727273,0.03360413589364845,0.01818181818181818,11,0,4,0.004545454545454545,0,4,2,16,0.41644562334217505,0.013636363636363636,17,116.54545454545455,159,0.0,5,12,0.03636363636363636,10,0,26,0,0,0.0,5,377,2,0.0,12,4,0,3,186,0.493368700265252,16,0,10.545454545454545,0,0.41818181818181815,5,0.031818181818181815,0.0,0.00909090909090909,1,11,1
système de coordonnées,23,0,0.034031413612565446,0.3010471204188482,79,0.02617801047120419,27,0.0,0,0,0.007853403141361256,0,0.020942408376963352,15,250,21,0.2591623036649215,0.06991835880259577,0.010471204188481676,20,0,11,0.002617801047120419,0,12,7,78,0.39556962025316456,0.007853403141361256,35,162.25925925925927,208,0.007853403141361256,45,13,0.02617801047120419,64,0,95,0,0,0.0,19,632,0,0.0,67,0,0,5,254,0.40189873417721517,32,0,9.777777777777779,0,0.28272251308900526,52,0.041884816753926704,0.0,0.005235602094240838,4,21,1
dimension,54,0,0.018134715025906734,0.2966321243523316,84,0.014248704663212436,51,0.0,0,0,0.009067357512953367,0,0.03238341968911917,36,485,45,0.16839378238341968,0.11237036245055063,0.019430051813471502,46,0,25,0.0012953367875647669,0,25,26,84,0.3858392999204455,0.014248704663212436,83,160.54901960784315,395,0.012953367875647668,19,14,0.015544041450777202,49,0,122,0,0,0.0,28,1257,1,0.006476683937823834,59,2,0,12,482,0.3834526650755768,64,0,6.901960784313726,0,0.327720207253886,30,0.05181347150259067,0.0,0.029792746113989636,8,46,1
droite,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,1
plan,14,0,0.03651685393258427,0.3595505617977528,44,0.008426966292134831,26,0.0,0,0,0.011235955056179775,0,0.019662921348314606,24,224,14,0.16292134831460675,0.07808155699721965,0.008426966292134831,14,0,21,0.03651685393258427,0,21,19,44,0.38620689655172413,0.016853932584269662,38,149.96153846153845,260,0.0,9,13,0.0028089887640449437,21,0,58,0,0,0.0,11,580,0,0.0028089887640449437,23,2,0,6,295,0.5086206896551724,21,0,11.538461538461538,0,0.300561797752809,13,0.047752808988764044,0.0,0.02247191011235955,0,14,1
point,48,0,0.034482758620689655,0.27586206896551724,23,0.005747126436781609,27,0.0,0,0,0.034482758620689655,0,0.0,12,209,43,0.1896551724137931,0.05803357314148681,0.011494252873563218,42,0,6,0.05172413793103448,1,6,14,23,0.3752244165170557,0.005747126436781609,55,142.5185185185185,232,0.0,5,12,0.0028735632183908046,11,0,66,0,0,0.0,6,557,0,0.0028735632183908046,17,1,0,2,254,0.45601436265709155,42,0,14.074074074074074,0,0.367816091954023,12,0.034482758620689655,0.0,0.017241379310344827,0,43,1
forme,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,1
cercle,123,1,0.010518407212622089,0.30277986476333585,159,0.0202854996243426,80,0.0,1,0,0.008264462809917356,0,0.01728024042073629,76,988,107,0.20135236664162284,0.09361809361809362,0.02404207362885049,107,0,52,0.01728024042073629,1,52,39,159,0.42604570935748165,0.024793388429752067,185,177.725,580,0.01728024042073629,31,14,0.005259203606311044,89,0,260,1,0,0.0,52,2319,1,0.002253944402704733,107,3,0,10,670,0.28891763691246225,164,0,9.175,0,0.26145755071374904,28,0.07212622088655146,0.0,0.025544703230653644,8,109,1
conique,140,0,0.007272727272727273,0.29454545454545455,226,0.01818181818181818,133,0.0005194805194805195,2,0,0.01038961038961039,0,0.017142857142857144,81,1377,102,0.1709090909090909,0.06041370738636364,0.022857142857142857,101,0,37,0.00935064935064935,2,37,104,226,0.4173992118823886,0.019740259740259742,184,157.2330827067669,614,0.0212987012987013,84,14,0.0,149,0,315,0,0,0.0,61,3299,1,0.0015584415584415584,189,1,0,20,721,0.21855107608366173,194,0,8.18796992481203,0,0.3054545454545455,54,0.07376623376623377,0.0,0.03428571428571429,14,103,1
polygone,74,0,0.014606741573033709,0.2752808988764045,106,0.01348314606741573,76,0.0,1,0,0.0044943820224719105,0,0.03146067415730337,37,574,70,0.19887640449438201,0.09082254379284083,0.021348314606741574,70,0,27,0.007865168539325843,0,27,26,106,0.39315068493150684,0.015730337078651686,108,122.71052631578948,337,0.011235955056179775,11,13,0.02359550561797753,74,0,173,1,0,0.0,58,1460,1,0.0,79,1,0,17,421,0.28835616438356165,103,0,7.447368421052632,0,0.2539325842696629,37,0.0853932584269663,0.0,0.05730337078651685,4,71,1
polyèdre,127,0,0.008680555555555556,0.24421296296296297,250,0.01678240740740741,149,0.0005787037037037037,2,0,0.01273148148148148,0,0.028935185185185185,135,1079,114,0.21238425925925927,0.06643632773938796,0.024305555555555556,115,1,113,0.016203703703703703,2,113,40,250,0.38467023172905523,0.014467592592592593,250,124.77181208053692,708,0.008680555555555556,38,15,0.003472222222222222,121,0,357,0,0,0.0,79,2805,2,0.003472222222222222,137,4,0,35,817,0.2912655971479501,178,0,7.416107382550336,0,0.2916666666666667,54,0.06655092592592593,0.0,0.05555555555555555,10,117,1
sphère,39,0,0.02495201535508637,0.31669865642994244,58,0.02495201535508637,44,0.0,1,0,0.0,0,0.02495201535508637,19,382,34,0.1785028790786948,0.08299951930780324,0.01727447216890595,35,0,14,0.009596928982725527,0,14,18,58,0.42350332594235035,0.019193857965451054,55,127.20454545454545,293,0.003838771593090211,15,13,0.005758157389635317,39,0,88,0,0,0.0,23,902,1,0.0019193857965451055,44,0,0,9,347,0.38470066518847007,62,0,7.25,0,0.28598848368522073,12,0.06333973128598848,0.0,0.04798464491362764,5,35,1
triangle,148,1,0.006766553890768487,0.28177863702271627,217,0.018849685838569358,167,0.0,3,0,0.01401643305944901,0,0.030449492508458194,67,1412,136,0.17303044949250845,0.050507624994690116,0.030932817786370227,126,3,44,0.009666505558240696,13,44,39,217,0.4069164265129683,0.02416626389560174,210,131.67065868263472,620,0.01014983083615273,24,14,0.004833252779120348,158,0,343,2,0,0.0,124,3470,1,0.0043499275012083135,173,5,0,14,735,0.21181556195965417,206,0,5.7844311377245505,0,0.2803286611889802,85,0.06041565973900435,0.0,0.05703238279362011,15,141,1
volume,60,0,0.01744186046511628,0.2941860465116279,103,0.018604651162790697,74,0.0011627906976744186,2,0,0.005813953488372093,0,0.018604651162790697,35,690,51,0.1813953488372093,0.08494594349050605,0.029069767441860465,52,1,20,0.004651162790697674,1,20,30,103,0.44544867656552617,0.012790697674418604,86,134.0810810810811,417,0.013953488372093023,27,15,0.002325581395348837,70,0,147,0,0,0.0,43,1549,1,0.0011627906976744186,83,4,0,5,478,0.30858618463524856,90,0,7.608108108108108,0,0.313953488372093,31,0.07906976744186046,0.0,0.023255813953488372,9,53,1
algèbre linéaire,82,0,0.013471502590673576,0.2694300518134715,100,0.03005181347150259,73,0.0,1,0,0.014507772020725389,0,0.031088082901554404,35,561,69,0.17616580310880828,0.0152748559407299,0.00932642487046632,69,0,21,0.0062176165803108805,0,21,10,100,0.3676277850589777,0.02383419689119171,106,145.5068493150685,490,0.0051813471502590676,24,13,0.0,65,0,159,1,0,0.0,40,1526,1,0.0010362694300518134,79,1,0,5,590,0.38663171690694625,90,0,8.095890410958905,0,0.3316062176165803,45,0.07875647668393783,0.0,0.022797927461139896,11,70,1
matrice,25,0,0.04332129963898917,0.33574007220216606,39,0.01444043321299639,22,0.0,0,0,0.01444043321299639,0,0.0036101083032490976,21,216,17,0.20216606498194944,0.07047159699892819,0.021660649819494584,16,0,12,0.0036101083032490976,0,12,10,39,0.4381338742393509,0.007220216606498195,38,153.36363636363637,202,0.0,8,12,0.007220216606498195,19,0,54,1,0,0.0,10,493,0,0.0,27,0,0,2,236,0.4787018255578093,23,0,14.363636363636363,0,0.34296028880866425,12,0.039711191335740074,0.0,0.007220216606498195,2,17,1
logarithme,65,0,0.017942583732057416,0.26913875598086123,91,0.011961722488038277,58,0.0011961722488038277,3,0,0.005980861244019139,0,0.034688995215311005,49,565,47,0.16985645933014354,0.022643496577145865,0.017942583732057416,50,3,29,0.022727272727272728,1,29,18,91,0.4038598999285204,0.03110047846889952,100,157.68965517241378,416,0.0035885167464114833,18,15,0.0023923444976076554,44,0,136,0,0,0.0,24,1399,1,0.0035885167464114833,62,1,0,15,491,0.3509649749821301,69,0,8.017241379310345,0,0.291866028708134,24,0.08133971291866028,0.0,0.05263157894736842,6,51,1
analyse,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,1
calcul,0,0,0.0,0.0,0,0.0,1,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,30.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,4.0,0,0.0,0,0.0,0.0,0.0,0,0,1
infini,617,0,0.0017848643503093765,0.2396477867682056,989,0.029866730128510235,551,0.00023798191337458352,26,0,0.011780104712041885,0,0.028914802475011898,454,5994,559,0.18836268443598286,0.04366195579141566,0.021775345073774394,583,15,336,0.06615897191813422,10,336,117,989,0.4163656571269797,0.031175630652070442,1039,150.55535390199637,2062,0.006306520704426464,198,15,0.014397905759162303,560,0,1467,1,0,0.0,346,14396,20,0.005830556877677297,653,44,0,87,2465,0.17122811892192275,956,0,5.170598911070781,0,0.24202760590195146,173,0.10019038553069967,0.0,0.013326987148976678,116,594,1
limite,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,1
probabilité,123,0,0.009124087591240875,0.32116788321167883,195,0.028588807785888078,125,0.0018248175182481751,10,0,0.00851581508515815,0,0.03467153284671533,74,1139,126,0.19829683698296838,0.028964367576578453,0.010340632603406326,131,1,63,0.007907542579075427,0,63,21,195,0.4097122302158273,0.023722627737226276,204,147.064,722,0.009124087591240875,53,15,0.0030413625304136255,126,0,312,0,0,0.0,69,2780,4,0.0018248175182481751,132,4,0,22,850,0.3057553956834532,193,0,7.48,0,0.25547445255474455,59,0.0705596107055961,0.0,0.024939172749391728,14,131,1
statistique,109,0,0.010026737967914439,0.2827540106951872,170,0.02339572192513369,103,0.0,3,0,0.014037433155080214,0,0.0213903743315508,71,938,112,0.19050802139037434,0.06486573060701512,0.016711229946524065,109,3,62,0.0106951871657754,4,62,35,170,0.3853738701725555,0.03074866310160428,184,168.3106796116505,803,0.00267379679144385,57,15,0.008689839572192513,106,0,267,2,0,0.0006684491978609625,44,2434,0,0.004679144385026738,108,5,0,9,939,0.38578471651602303,130,0,9.70873786407767,0,0.30080213903743314,84,0.0661764705882353,0.0,0.02606951871657754,18,115,1
optimisation,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0,0,0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0.0,0,0.0,0,0.0,0.0,0.0,0,0,1
théorie des jeux,141,0,0.007157464212678937,0.3445807770961145,213,0.02556237218813906,126,0.0,4,0,0.018404907975460124,0,0.027607361963190184,83,1248,132,0.17842535787321062,0.03857868020304569,0.024539877300613498,135,1,63,0.003067484662576687,1,63,30,213,0.3895131086142322,0.029141104294478526,218,163.03968253968253,891,0.005623721881390593,45,14,0.00408997955010225,134,0,333,0,0,0.0,86,3204,3,0.0035787321063394683,150,7,0,19,1023,0.3192883895131086,189,0,6.817460317460317,0,0.24642126789366053,77,0.06748466257668712,0.0,0.02147239263803681,16,136,1
démonstration,2,0,0.21951219512195122,0.34146341463414637,3,0.0975609756097561,4,0.0,0,0,0.0,0,0.024390243902439025,0,31,2,0.12195121951219512,0.06537102473498234,0.024390243902439025,2,0,0,0.0,0,0,1,3,0.4305555555555556,0.04878048780487805,2,129.0,37,0.0,0,9,0.0,3,0,5,0,0,0.0,3,72,0,0.0,3,0,0,0,53,0.7361111111111112,4,0,8.25,0,0.24390243902439024,1,0.07317073170731707,0.0,0.024390243902439025,0,2,1
nombre,59,0,0.01192504258943782,0.2887563884156729,118,0.009369676320272573,74,0.0,3,0,0.012776831345826235,0,0.03577512776831346,46,784,54,0.14735945485519591,0.03362959404275763,0.01788756388415673,55,1,35,0.05792163543441227,0,35,20,118,0.400613183444047,0.03833049403747871,100,160.8783783783784,571,0.004258943781942078,27,14,0.018739352640545145,74,0,161,0,0,0.0,46,1957,0,0.00596252129471891,83,2,0,8,679,0.3469596320899336,80,0,7.918918918918919,0,0.2657580919931857,47,0.06984667802385008,0.0,0.027257240204429302,12,55,1
table de constantes mathématiques,4,0,0.125,0.3409090909090909,6,0.011363636363636364,6,0.0,1,0,0.011363636363636364,0,0.03409090909090909,3,32,4,0.11363636363636363,0.02459016393442623,0.0,4,0,2,0.0,0,2,1,6,0.26666666666666666,0.03409090909090909,7,149.66666666666666,64,0.011363636363636364,2,11,0.022727272727272728,3,0,10,0,0,0.0,1,120,0,0.022727272727272728,4,0,0,6,83,0.6916666666666667,4,0,13.666666666666666,0,0.3409090909090909,3,0.0,0.0,0.056818181818181816,0,4,1
chiffre,100,0,0.01037037037037037,0.27111111111111114,122,0.028888888888888888,97,0.0,1,0,0.015555555555555555,0,0.03481481481481481,55,819,90,0.15703703703703703,0.04769793608062401,0.02666666666666667,90,1,38,0.0044444444444444444,0,39,25,121,0.3775933609958506,0.01925925925925926,144,140.38144329896906,572,0.0044444444444444444,15,14,0.028888888888888888,70,0,196,0,0,0.0,53,2169,0,0.002962962962962963,83,2,0,8,674,0.3107422775472568,127,0,7.865979381443299,0,0.2874074074074074,30,0.06444444444444444,0.0,0.05407407407407407,16,91,1
nombre complexe,221,0,0.00494874513962531,0.26617179215270415,238,0.019088016967126194,166,0.0,4,0,0.010250972074938141,0,0.020501944149876283,100,1720,205,0.1587133262636974,0.03391232423490488,0.019441498762813716,205,3,75,0.010604453870625663,6,75,42,238,0.3785211267605634,0.030045952633439378,307,180.82530120481928,1019,0.007069635913750442,53,14,0.007776599505125486,146,0,432,0,0,0.0,89,4544,3,0.00494874513962531,163,3,0,23,1173,0.2581426056338028,277,0,8.813253012048193,0,0.3457051961823966,72,0.07423117709437964,0.0,0.02545068928950159,17,211,1
nombre réel,232,0,0.005309734513274336,0.2545132743362832,285,0.019469026548672566,232,0.0007079646017699115,6,0,0.012035398230088496,0,0.029734513274336283,113,1722,220,0.18053097345132743,0.03543444469117787,0.017345132743362832,220,2,80,0.006371681415929204,4,81,36,284,0.37937871777924653,0.02831858407079646,333,129.25862068965517,1045,0.007787610619469027,72,15,0.008849557522123894,182,0,494,1,0,0.0,105,4539,4,0.005663716814159292,204,9,0,18,1244,0.274069178233091,298,0,6.599137931034483,0,0.3083185840707965,99,0.09699115044247787,0.0,0.02336283185840708,16,226,1
e,45,0,0.026168224299065422,0.297196261682243,57,0.013084112149532711,53,0.0,2,0,0.020560747663551402,0,0.016822429906542057,24,303,36,0.17943925233644858,0.08965860125952933,0.014953271028037384,37,1,14,0.016822429906542057,2,14,26,57,0.3615751789976134,0.04299065420560748,63,100.9622641509434,337,0.001869158878504673,14,14,0.044859813084112146,35,0,91,0,0,0.0,19,838,2,0.001869158878504673,43,0,0,1,381,0.45465393794749404,66,0,10.60377358490566,0,0.2803738317757009,6,0.03364485981308411,0.0,0.03551401869158879,5,39,1
nombre d'or,373,2,0.002864235249188467,0.30169944624785183,447,0.02444147412640825,438,0.0003818980332251289,8,0,0.007447011647890013,0,0.028642352491884668,178,3477,325,0.15123162115715105,0.022313917863530913,0.02329578002673286,335,4,122,0.00515562344853924,9,122,64,446,0.40057603686635945,0.04640061103685316,522,124.57762557077625,1755,0.007447011647890013,138,15,0.004582776398701547,281,0,761,1,0,0.0,132,8680,15,0.0032461332824135956,324,8,0,13,2006,0.23110599078341013,486,0,6.157534246575342,0,0.2763032270383807,128,0.07809814779453886,0.0,0.04162688562153905,31,346,1
pi,274,0,0.0037253858435337944,0.248270356572645,485,0.02687599787120809,235,0.0,10,0,0.012506652474720596,0,0.025545502927088876,212,2680,235,0.1923895689196381,0.0744228220687731,0.021021820117083555,230,3,138,0.03725385843533795,8,139,85,484,0.41647241647241645,0.026343799893560404,439,167.5191489361702,1409,0.004523682810005322,89,14,0.004523682810005322,287,0,697,0,0,0.0,195,6435,1,0.003991484832357637,346,13,0,37,1650,0.2564102564102564,403,0,7.553191489361702,0,0.25359233634912187,108,0.09393294305481639,0.0,0.04922831293241086,26,239,1
nombre rationnel,38,0,0.025974025974025976,0.2634508348794063,50,0.016697588126159554,44,0.0,1,0,0.011131725417439703,0,0.04267161410018553,24,332,35,0.15769944341372913,0.025120612210946597,0.016697588126159554,34,0,19,0.0055658627087198514,1,19,5,50,0.3811710677382319,0.022263450834879406,59,131.20454545454547,297,0.014842300556586271,15,14,0.0074211502782931356,26,0,85,0,0,0.0,11,871,0,0.0055658627087198514,31,1,0,8,353,0.4052812858783008,46,0,8.227272727272727,0,0.3246753246753247,15,0.09647495361781076,0.0,0.014842300556586271,0,35,1
entier relatif,34,0,0.028446389496717725,0.30196936542669583,45,0.0175054704595186,34,0.0,2,0,0.010940919037199124,0,0.0262582056892779,14,279,29,0.16411378555798686,0.03936703975299112,0.0175054704595186,28,1,7,0.0087527352297593,2,7,23,45,0.37907608695652173,0.02188183807439825,44,144.0,255,0.00437636761487965,6,13,0.0,32,0,71,0,0,0.0,25,736,0,0.002188183807439825,38,0,0,4,303,0.4116847826086957,38,0,7.794117647058823,0,0.3041575492341357,23,0.0437636761487965,0.0,0.07658643326039387,4,30,1
entier naturel,85,0,0.010479041916167664,0.28817365269461076,132,0.021706586826347306,99,0.0,1,0,0.005988023952095809,0,0.04565868263473054,49,808,74,0.15793413173652696,0.06193908077236878,0.01721556886227545,76,5,34,0.020958083832335328,3,35,27,131,0.377041530564629,0.02844311377245509,130,137.2929292929293,599,0.0074850299401197605,21,14,0.01347305389221557,87,0,198,0,0,0.0,60,2143,1,0.004491017964071856,97,3,0,10,704,0.32851143257116194,124,0,6.353535353535354,0,0.27694610778443113,38,0.0815868263473054,0.0,0.029940119760479042,13,80,1
nombre premier,170,0,0.005384063173007897,0.2519741564967696,318,0.021177315147164394,168,0.0007178750897343862,2,0,0.008614501076812634,0,0.03625269203158651,134,1803,140,0.1665470208183776,0.06506369327560968,0.01507537688442211,145,1,90,0.0104091888011486,1,90,72,318,0.39306736429038586,0.02189519023689878,275,176.51785714285714,985,0.008973438621679828,68,15,0.0017946877243359654,199,0,445,0,0,0.0,121,4587,5,0.0021536252692031586,228,3,0,22,1179,0.2570307390451275,248,0,8.06547619047619,0,0.32483847810480976,82,0.08435032304379038,0.0,0.04522613065326633,19,146,1
